City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
363,Douglas,US,41.30,-96.17,37.27,76,40,18.41,scattered clouds
364,Ha Giang,VN,22.83,104.98,69.42,60,0,1.66,clear sky
365,Ust-Kan,RU,50.93,84.76,22.57,94,62,5.14,broken clouds
366,Capim Grosso,BR,-11.38,-40.01,90.23,29,19,6.42,few clouds
367,Orange,US,33.70,-117.77,83.28,36,0,0.0,clear sky
368,Faruka,PK,31.89,72.41,91.29,7,0,4.7,clear sky
369,Deputatskiy,RU,69.30,139.90,-4.79,100,100,2.64,overcast clouds
370,Bintulu,MY,3.17,113.03,77.41,94,40,5.01,scattered clouds
371,Las Vegas,US,36.17,-115.14,72.68,18,0,5.75,clear sky
372,Pangody,RU,65.85,74.49,-3.23,99,38,8.81,scattered clouds
373,Zhizdra,RU,53.75,34.74,52.92,69,100,15.84,overcast clouds
374,Margate,GB,51.38,1.39,48.69,64,100,5.99,overcast clouds
375,Augusto Correa,BR,-1.02,-46.63,74.48,98,100,2.19,light rain
376,Kapoeta,SS,4.77,33.59,95.0,23,100,20.58,overcast clouds
377,Catuday,PH,16.29,119.81,80.02,77,15,5.12,light rain
378,Cherskiy,RU,68.75,161.30,-27.49,98,5,3.8,clear sky
379,Taruma,BR,-22.75,-50.58,84.34,58,8,4.05,clear sky
380,Mchinji,MW,-13.80,32.88,65.97,95,99,4.61,moderate rain
381,Dikson,RU,73.51,80.55,9.41,94,100,10.92,overcast clouds
382,Nome,US,64.50,-165.41,1.47,78,100,8.05,light snow
383,Rio Gallegos,AR,-51.62,-69.22,33.85,80,75,3.44,fog
384,Casa Nova,BR,-9.42,-41.13,90.18,38,79,10.96,broken clouds
385,Phan Thiet,VN,10.93,108.10,77.23,77,73,2.8,broken clouds
386,Grindavik,IS,63.84,-22.43,36.07,48,0,3.44,clear sky
387,Ulladulla,AU,-35.35,150.47,65.3,88,93,5.26,overcast clouds
388,Srednekolymsk,RU,67.45,153.68,-16.33,97,100,9.37,overcast clouds
389,Mahajanga,MG,-15.72,46.32,82.08,73,20,6.44,few clouds
390,Longyearbyen,SJ,78.22,15.64,13.84,67,0,12.66,clear sky
391,Verkhoyansk,RU,67.54,133.38,-0.04,100,90,2.06,overcast clouds
392,Tabou,CI,4.42,-7.35,85.68,68,98,9.98,overcast clouds
393,Santa Isabel,BR,-23.32,-46.22,81.7,60,39,1.95,scattered clouds
394,Chickasha,US,35.05,-97.94,51.51,37,0,23.02,clear sky
395,Taltal,CL,-25.40,-70.48,67.96,67,18,4.47,few clouds
396,Bengkulu,ID,-3.80,102.27,75.96,89,94,4.59,overcast clouds
397,Najran,SA,17.49,44.13,90.25,10,0,11.99,clear sky
398,Ulaanbaatar,MN,47.91,106.88,42.93,31,75,2.24,broken clouds
399,Beaverlodge,CA,55.22,-119.44,34.95,81,83,3.22,broken clouds
400,Kailua,US,21.40,-157.74,74.48,78,77,5.99,broken clouds
401,North Bend,US,43.41,-124.22,48.85,91,100,10.36,overcast clouds
402,Jumla,NP,29.27,82.18,51.55,47,28,5.1,scattered clouds
403,Roma,US,43.21,-75.46,48.09,88,100,11.5,overcast clouds
404,Ust-Omchug,RU,61.15,149.63,1.02,99,97,3.36,overcast clouds
405,Bairiki,KI,1.33,172.98,80.6,78,75,9.22,light rain
406,Andra,RU,62.51,65.89,12.83,95,99,5.08,overcast clouds
407,Port Hawkesbury,CA,45.62,-61.35,45.91,78,40,19.57,scattered clouds
408,Pondicherry,IN,11.93,79.83,83.41,78,100,11.72,overcast clouds
409,Honningsvag,NO,70.98,25.97,33.55,69,75,19.57,broken clouds
410,Thanh Hoa,VN,19.80,105.77,68.61,85,0,2.77,clear sky
411,Halifax,CA,44.65,-63.57,41.68,87,100,18.41,mist
412,Katherine,AU,-14.47,132.27,71.92,53,100,6.91,overcast clouds
413,Verkhnyaya Sinyachikha,RU,57.98,61.67,30.63,92,73,1.66,broken clouds
414,San Francisco,US,37.77,-122.42,65.16,76,20,10.36,few clouds
415,Bayan,CN,46.08,127.40,44.92,59,51,5.06,broken clouds
416,Eureka,US,40.80,-124.16,50.94,92,100,5.01,overcast clouds
417,Apt,FR,43.88,5.40,67.98,49,100,15.95,overcast clouds
418,Williamsburg,US,37.27,-76.71,61.07,65,0,1.99,clear sky
419,Buchanan,LR,5.88,-10.05,85.39,72,98,9.42,overcast clouds
420,Maceio,BR,-9.67,-35.74,80.04,83,75,11.5,broken clouds
421,Bulawayo,ZW,-20.15,28.58,67.6,70,52,15.41,broken clouds
422,Coahuayana,MX,18.73,-103.68,80.04,50,16,1.63,few clouds
423,Aripuana,BR,-9.17,-60.63,88.45,59,100,2.77,overcast clouds
424,Vestmannaeyjar,IS,63.44,-20.27,34.79,51,0,11.5,clear sky
425,Honiara,SB,-9.43,159.95,78.03,85,100,6.35,overcast clouds
426,Kerrville,US,30.05,-99.14,62.94,27,0,5.75,clear sky
427,Barcelos,PT,41.54,-8.62,57.92,98,100,12.08,overcast clouds
428,Benghazi,LY,32.12,20.07,63.88,67,0,10.31,clear sky
429,Kavaratti,IN,10.57,72.64,84.61,70,99,9.91,overcast clouds
430,Along,IN,28.17,94.77,66.49,81,100,2.71,overcast clouds
431,Morondava,MG,-20.28,44.28,83.16,74,6,16.51,clear sky
432,Calabozo,VE,8.92,-67.43,92.26,36,12,10.02,few clouds
433,Langham,CA,52.37,-106.97,42.03,63,59,15.73,broken clouds
434,Muisne,EC,0.60,-80.03,79.16,79,100,6.76,overcast clouds
435,Dongsheng,CN,39.82,109.98,57.29,16,3,7.92,clear sky
436,Kontagora,NG,10.40,5.47,106.9,16,47,3.09,scattered clouds
437,Altamira,BR,-3.20,-52.21,86.09,79,75,8.05,broken clouds
438,Broken Hill,AU,-31.95,141.43,62.31,67,98,9.22,overcast clouds
439,Roald,NO,62.58,6.13,42.1,65,75,11.5,broken clouds
440,Oranjestad,AW,12.52,-70.03,84.15,65,40,25.32,scattered clouds
441,Udachnyy,RU,66.42,112.40,-3.06,100,26,2.51,scattered clouds
442,Bayshore Gardens,US,27.43,-82.59,73.0,47,0,18.41,clear sky
443,Pevek,RU,69.70,170.31,-21.39,99,78,0.94,broken clouds
444,Cattolica,IT,43.96,12.74,76.91,36,40,14.97,scattered clouds
445,Cidreira,BR,-30.18,-50.21,69.58,90,97,11.86,overcast clouds
446,Batemans Bay,AU,-35.72,150.18,65.1,91,98,4.76,overcast clouds
447,Kudahuvadhoo,MV,2.67,72.89,83.57,71,81,6.24,broken clouds
448,Ondjiva,AO,-17.07,15.73,88.56,28,41,2.75,scattered clouds
449,Bataipora,BR,-22.30,-53.27,88.41,54,60,7.43,broken clouds
450,Pran Buri,TH,12.38,99.91,87.98,52,70,5.35,broken clouds
451,Sokoni,TZ,-6.43,39.55,84.22,68,1,11.68,clear sky
452,Haines Junction,CA,60.75,-137.51,28.35,74,100,2.3,overcast clouds
453,Zhigansk,RU,66.77,123.37,4.91,94,37,9.82,scattered clouds
454,Strezhevoy,RU,60.73,77.59,20.07,93,100,14.2,light snow
455,Maua,BR,-23.67,-46.46,82.36,57,27,3.94,scattered clouds
456,Derzhavinsk,KZ,51.10,66.32,40.41,78,11,5.17,few clouds
457,Sirjan,IR,29.45,55.68,75.15,10,22,12.82,few clouds
458,Bhadasar,IN,28.28,74.32,92.26,6,0,7.2,clear sky
459,Longyan,CN,25.11,117.02,58.59,59,0,3.02,clear sky
460,Natitingou,BJ,10.30,1.38,103.6,21,18,5.26,few clouds
461,Moose Factory,CA,51.26,-80.61,33.78,100,100,6.91,fog
462,College,US,64.86,-147.80,16.2,72,75,13.8,light snow
463,La Asuncion,VE,11.03,-63.86,89.33,58,38,17.27,scattered clouds
464,Murgab,TM,37.50,61.97,76.87,36,100,11.5,haze
465,Songadh,IN,21.17,73.57,93.29,14,3,6.31,clear sky
466,Mangai,CD,-4.05,19.53,83.14,64,94,3.94,overcast clouds
467,Izazi,TZ,-7.20,35.73,83.21,52,5,5.01,clear sky
468,Tocopilla,CL,-22.09,-70.20,71.19,67,10,4.76,clear sky
469,Westport,US,41.14,-73.36,57.88,74,100,10.36,overcast clouds
470,La Ronge,CA,55.10,-105.28,30.45,74,75,11.5,broken clouds
471,San Luis,AR,-33.30,-66.34,80.92,36,0,8.28,clear sky
472,Havoysund,NO,71.00,24.66,34.03,75,55,19.69,broken clouds
473,Contai,IN,21.78,87.75,79.95,85,0,15.97,clear sky
474,Nipawin,CA,53.37,-104.00,23.04,86,0,8.05,clear sky
475,Puerto Morazan,NI,12.85,-87.17,84.97,48,79,1.72,broken clouds
476,Lakes Entrance,AU,-37.88,147.98,62.17,87,100,9.26,overcast clouds
477,Te Anau,NZ,-45.42,167.72,42.03,92,8,1.12,clear sky
478,Kampene,CD,-3.60,26.67,79.65,64,62,4.97,broken clouds
479,Qingquan,CN,30.45,115.26,66.36,53,0,6.58,clear sky
480,Le Tampon,RE,-21.27,55.52,71.37,79,20,13.8,few clouds
481,Chegdomyn,RU,51.12,133.02,13.95,98,94,2.95,overcast clouds
482,Shenjiamen,CN,29.96,122.30,57.42,82,0,11.34,clear sky
483,Aykhal,RU,66.00,111.50,0.97,100,66,2.59,broken clouds
484,Tigil,RU,57.80,158.67,18.84,97,100,2.75,overcast clouds
485,Letka,RU,59.60,49.42,33.57,99,100,7.34,overcast clouds
486,Cariamanga,EC,-4.33,-79.55,57.97,60,33,2.26,scattered clouds
487,Grand-Lahou,CI,5.14,-5.02,85.39,70,100,10.45,overcast clouds
488,Severodvinsk,RU,64.56,39.83,41.11,92,100,16.51,overcast clouds
489,Labuan,MY,5.28,115.24,79.16,88,20,3.44,few clouds
490,Prince Rupert,CA,54.32,-130.32,42.49,81,100,20.71,overcast clouds
491,Saint Anthony,US,45.02,-93.22,36.05,64,20,19.57,few clouds
492,Orapa,BW,-21.28,25.37,80.58,43,18,17.94,few clouds
493,Dukat,RU,62.55,155.55,11.73,98,100,1.92,overcast clouds
494,Tupelo,US,34.26,-88.70,53.42,53,100,6.91,overcast clouds
495,Rosita,NI,13.93,-84.40,84.11,60,96,3.96,overcast clouds
496,Hovd,MN,48.01,91.64,51.44,49,27,17.96,scattered clouds
497,Barabinsk,RU,55.36,78.36,32.47,80,10,16.37,clear sky
498,Tiznit,MA,29.58,-9.50,75.47,27,0,10.83,clear sky
499,Mecca,SA,21.43,39.83,89.98,22,0,12.95,clear sky
500,Guilin,CN,25.28,110.29,60.91,46,66,2.86,broken clouds
501,Tshikapa,CD,-6.42,20.80,87.93,56,21,2.89,few clouds
502,Komsomolskiy,UZ,40.43,71.72,75.92,29,100,2.3,overcast clouds
503,Vanimo,PG,-2.67,141.30,77.79,90,100,6.76,overcast clouds
504,Lokosovo,RU,61.13,74.82,14.67,89,99,10.13,overcast clouds
505,Changji,CN,44.02,87.32,70.59,30,75,11.18,sand
506,Oyama,JP,36.30,139.80,60.58,50,27,4.0,scattered clouds
507,Inongo,CD,-1.95,18.27,79.9,74,18,10.89,few clouds
508,Alyangula,AU,-13.85,136.42,71.47,100,100,0.0,overcast clouds
509,Urumqi,CN,43.80,87.60,67.15,30,75,11.18,sand
510,Iskateley,RU,67.68,53.15,7.75,91,21,8.84,few clouds
511,Ust-Ilimsk,RU,58.00,102.66,21.47,97,86,2.35,overcast clouds
512,Dzheyrakh,RU,42.82,44.68,49.39,76,49,2.68,scattered clouds
513,Chimbote,PE,-9.09,-78.58,67.82,86,100,5.12,overcast clouds
514,Jacareacanga,BR,-6.22,-57.75,84.0,83,42,2.98,scattered clouds
515,Berlevag,NO,70.86,29.09,35.55,69,75,19.57,broken clouds
516,Ballina,AU,-28.87,153.57,71.56,87,100,9.22,overcast clouds
517,Ust-Nera,RU,64.57,143.20,14.88,97,100,1.66,overcast clouds
518,Magaria,NE,13.00,8.91,106.54,6,0,12.62,clear sky
519,Los Llanos De Aridane,ES,28.66,-17.92,64.15,75,40,12.66,scattered clouds
520,Japura,ID,-0.32,102.35,74.68,98,98,3.15,overcast clouds
521,Fairbanks,US,64.84,-147.72,16.21,72,75,13.8,light snow
522,Alice Springs,AU,-23.70,133.88,58.55,47,0,0.0,clear sky
523,Sembe,CG,1.65,14.58,88.54,48,100,3.89,overcast clouds
524,Half Moon Bay,US,37.46,-122.43,67.44,74,0,10.36,mist
525,Talaya,RU,61.38,152.75,-1.41,96,100,3.53,overcast clouds
526,Salinopolis,BR,-0.61,-47.36,75.85,95,100,9.51,moderate rain
527,Saint-Pierre,RE,-21.34,55.48,77.29,79,20,13.8,few clouds
528,Jardim,BR,-21.48,-56.14,92.66,39,46,7.47,scattered clouds
529,Makakilo City,US,21.35,-158.09,73.0,72,0,8.05,clear sky
530,Butembo,CD,0.15,29.28,62.98,92,100,1.16,light rain
531,Agaro,ET,7.85,36.65,81.75,23,100,3.8,overcast clouds
532,Zyryanka,RU,65.75,150.85,2.82,94,100,13.62,overcast clouds
533,Aginskoye,RU,51.10,114.53,34.02,44,2,5.12,clear sky
534,Kalamare,BW,-22.93,26.57,73.4,52,10,18.95,clear sky
535,Itaueira,BR,-7.60,-43.03,92.71,37,85,7.09,overcast clouds
536,Havelock,US,34.88,-76.90,65.93,65,0,11.5,clear sky
537,Puerto Penasco,MX,31.32,-113.53,73.9,34,0,7.18,clear sky
538,Bon Accord,CA,53.83,-113.42,44.83,75,100,8.7,overcast clouds
539,Fare,PF,-16.70,-151.02,81.14,76,100,18.81,light rain
540,Belyy Yar,RU,53.60,91.39,42.85,56,0,8.95,light rain
541,Kandalaksha,RU,67.16,32.41,32.58,90,100,12.46,overcast clouds
542,Hay River,CA,60.82,-115.80,35.58,87,100,3.44,overcast clouds
543,Iwaki,JP,37.05,140.88,47.77,84,2,1.01,clear sky
544,Kjollefjord,NO,70.95,27.35,33.85,78,91,20.98,overcast clouds
545,Mareeba,AU,-17.00,145.43,74.12,91,8,2.08,clear sky
546,Saint-Georges,GD,12.06,-61.75,85.68,66,20,25.32,few clouds
547,Brewster,US,41.40,-73.62,55.74,81,100,8.05,overcast clouds
548,Ambilobe,MG,-13.20,49.05,76.15,95,100,3.24,moderate rain
549,Moa,CU,20.66,-74.94,84.04,62,7,5.99,clear sky
550,Bloomfield,US,40.81,-74.19,58.51,65,20,13.8,few clouds
551,Oil City,US,41.43,-79.71,45.01,81,100,8.05,overcast clouds
552,Itarema,BR,-2.92,-39.92,83.12,76,77,11.07,light rain
553,Gazli,UZ,40.13,63.45,77.72,29,100,18.07,overcast clouds
554,Mayor Pablo Lagerenza,PY,-19.93,-60.77,92.35,45,80,5.82,broken clouds
555,Geraldton,AU,-28.77,114.60,68.41,77,75,4.61,broken clouds
556,Canaries,ES,28.00,-15.50,64.4,52,20,26.46,few clouds
557,Presidente Medici,BR,-11.18,-61.90,83.19,78,99,2.98,overcast clouds
558,Khotyn,UA,48.48,26.50,59.31,41,35,17.07,scattered clouds
559,Ibra,OM,22.69,58.53,94.19,14,53,8.59,broken clouds
560,Zaysan,KZ,47.47,84.87,44.58,70,24,8.75,few clouds
561,Lata,PT,40.16,-8.33,58.82,93,100,7.76,overcast clouds
562,Assiniboia,CA,49.63,-105.98,35.42,55,10,10.36,clear sky
563,Banposh,IN,22.25,84.80,87.73,17,2,4.52,clear sky
564,Ostrovnoy,RU,68.05,39.51,30.92,93,100,18.7,overcast clouds
565,Bela,IN,25.93,81.98,90.28,7,0,3.24,clear sky
566,Sainte-Thecle,CA,46.82,-72.50,34.32,100,100,16.8,snow
567,Usvyaty,RU,55.75,30.75,44.19,88,100,8.79,overcast clouds
568,Luau,AO,-10.71,22.22,74.68,86,56,2.57,moderate rain
569,Inirida,CO,3.87,-67.92,88.39,62,67,2.21,light rain
570,Elko,US,41.00,-115.50,32.02,30,35,2.91,scattered clouds
571,Tivaouane,SN,14.95,-16.81,104.34,15,7,18.77,clear sky
572,Saint-Francois,FR,46.42,3.91,62.04,55,75,20.71,broken clouds
573,Atherton,GB,53.52,-2.49,52.5,51,46,4.0,scattered clouds
574,Russell,US,32.35,-85.20,58.28,51,0,9.22,clear sky
575,Zlobin,HR,45.29,14.65,52.9,76,75,19.57,broken clouds
576,Sijunjung,ID,-0.69,100.95,73.63,92,88,2.28,overcast clouds
577,Novikovo,RU,51.15,37.89,57.25,56,100,10.94,overcast clouds
578,Tarazona,ES,41.90,-1.73,66.02,44,98,24.45,overcast clouds
579,Erzin,TR,36.96,36.20,60.76,93,30,10.25,scattered clouds
580,Rapallo,IT,44.35,9.23,66.6,79,75,5.99,broken clouds
581,Buraydah,SA,26.33,43.98,93.65,6,96,2.21,overcast clouds
582,Meulaboh,ID,4.14,96.13,78.44,84,89,5.23,overcast clouds
583,Abbeville,FR,50.10,1.83,46.36,85,100,11.79,overcast clouds
584,Omsukchan,RU,62.53,155.80,9.86,97,100,3.89,overcast clouds
585,Bend,US,44.06,-121.32,49.46,71,0,4.61,clear sky
586,Lavrentiya,RU,65.58,-171.00,-13.09,93,100,3.2,overcast clouds
587,Manhattan,US,40.78,-73.97,58.28,64,20,15.01,few clouds
588,Almeirim,BR,-1.52,-52.58,81.39,79,96,3.51,overcast clouds
589,Kavali,IN,14.92,79.98,80.51,83,17,7.2,few clouds
590,San Clemente,US,33.43,-117.61,83.16,30,0,1.01,clear sky
591,Mount Isa,AU,-20.73,139.50,80.37,34,0,12.66,clear sky
592,Bridlington,GB,54.08,-0.19,49.14,68,87,15.01,overcast clouds
593,Puteyets,RU,65.17,57.09,14.22,93,17,3.65,few clouds
594,Port Augusta,AU,-32.50,137.77,65.44,61,0,6.58,clear sky
595,Dengfeng,CN,34.46,113.03,66.43,65,34,6.6,scattered clouds
596,Nishihara,JP,26.18,127.76,69.85,69,20,10.36,few clouds
597,Ndjole,GA,-0.18,10.76,87.62,69,84,3.15,broken clouds
598,Boueni,YT,-12.90,45.08,85.98,72,20,9.93,few clouds
599,Katima Mulilo,NA,-17.50,24.27,75.7,63,36,6.78,scattered clouds
600,Khandyga,RU,62.67,135.60,2.71,100,86,2.04,overcast clouds
601,Warmbad,NA,-28.45,18.73,80.02,18,4,13.29,clear sky
602,Peniche,PT,39.36,-9.38,63.1,85,100,15.82,overcast clouds
603,Dauphin,CA,51.15,-100.05,30.34,80,0,4.61,clear sky
604,Mugur-Aksy,RU,50.35,90.50,33.46,89,60,10.4,snow
605,Biltine,TD,14.53,20.92,105.31,5,10,6.02,clear sky
606,Salamanca,ES,40.83,-6.00,60.58,68,98,15.77,overcast clouds
607,Mwinilunga,ZM,-11.74,24.43,68.43,90,98,1.54,light rain
608,Gharghoda,IN,22.17,83.35,87.58,18,0,2.98,clear sky
609,Port Blair,IN,11.67,92.75,82.44,78,40,1.14,mist
610,Seminole,US,28.71,-81.21,69.22,52,0,12.66,clear sky
611,Mbeya,TZ,-8.90,33.45,66.13,89,20,2.59,light rain
612,Mahanoro,MG,-19.90,48.80,77.63,77,63,6.11,broken clouds
613,Darhan,MN,49.49,105.92,49.32,40,100,3.76,overcast clouds
614,Veraval,IN,20.90,70.37,86.7,46,51,15.7,broken clouds
615,Borgarnes,IS,64.54,-21.92,35.65,51,92,5.44,overcast clouds
616,Zhanakorgan,KZ,43.91,67.25,69.76,41,100,16.44,overcast clouds
617,Tapes,BR,-30.67,-51.40,70.79,66,94,6.85,overcast clouds
618,Soe,ID,-9.86,124.28,64.96,92,100,3.2,overcast clouds
619,Flin Flon,CA,54.77,-101.86,24.64,93,20,3.44,few clouds
620,Doctor Juan Leon Mallorquin,PY,-25.40,-55.27,73.13,95,100,0.89,heavy intensity rain
621,Latung,PH,5.50,120.88,81.79,78,49,7.61,scattered clouds
622,Avera,US,33.19,-82.53,60.55,47,0,13.6,clear sky
623,Yerbogachen,RU,61.28,108.01,10.09,96,74,2.53,broken clouds
624,Aklavik,CA,68.22,-135.01,1.4,85,20,2.3,few clouds
625,Las Palmas,ES,28.42,-14.01,66.99,64,20,18.41,few clouds
626,Talara,PE,-4.58,-81.27,75.96,69,0,19.57,clear sky
627,Jiayuguan,CN,39.82,98.30,60.94,10,1,9.4,clear sky
628,Gaogou,CN,34.02,119.19,63.48,58,0,10.18,clear sky
629,Cullman,US,34.17,-86.84,51.82,65,100,6.91,overcast clouds
630,Vetluzhskiy,RU,58.39,45.47,44.24,95,99,7.09,overcast clouds
631,Mayen,DE,50.33,7.22,40.01,89,100,4.81,moderate rain
632,Teo,ES,42.75,-8.50,61.47,67,75,9.22,broken clouds
633,Florida,US,28.75,-82.50,69.01,47,0,5.75,clear sky
634,Santa Catalina,PH,9.33,122.86,75.83,94,100,2.53,overcast clouds
635,Gorzow Wielkopolski,PL,52.74,15.23,53.4,43,100,8.01,overcast clouds
636,Porto Novo,BJ,6.50,2.60,85.82,60,98,12.15,overcast clouds
637,Bousse,BF,12.66,-1.89,106.93,13,60,2.64,broken clouds
638,Machacamarca,BO,-18.17,-67.03,55.38,48,80,6.96,broken clouds
639,Poum,NC,-20.23,164.02,80.58,80,100,11.14,overcast clouds
640,Akyab,MM,20.15,92.90,80.82,77,29,7.18,scattered clouds
641,Basco,PH,20.45,121.97,75.31,84,100,27.36,overcast clouds
642,Sambava,MG,-14.27,50.17,78.1,89,73,9.33,moderate rain
643,Laguna,US,38.42,-121.42,69.78,71,0,0.0,clear sky
644,Nabire,ID,-3.37,135.48,75.78,93,100,2.95,overcast clouds
645,Nizhniy Baskunchak,RU,48.22,46.83,54.14,77,100,13.73,overcast clouds
646,Pokosnoye,RU,55.53,101.05,31.57,87,100,3.42,overcast clouds
647,Olga,RU,43.74,135.29,35.82,93,95,7.56,overcast clouds
648,Monclova,MX,26.90,-101.42,63.05,18,0,4.0,clear sky
649,Tashtagol,RU,52.77,87.89,35.62,96,100,8.52,light rain
650,Hambantota,LK,6.12,81.12,73.74,100,75,6.91,broken clouds
651,Byron Bay,AU,-28.65,153.62,71.49,81,88,9.8,overcast clouds
652,Olinda,BR,-8.01,-34.86,83.93,74,40,3.44,scattered clouds
653,Kawalu,ID,-7.38,108.21,70.7,92,48,2.44,scattered clouds
654,Ambovombe,MG,-25.17,46.08,77.61,80,85,9.04,overcast clouds
655,Baghdad,IQ,33.34,44.40,91.31,17,91,12.66,overcast clouds
656,Bubaque,GW,11.28,-15.83,78.57,70,12,13.6,few clouds
657,Bridgewater,CA,44.38,-64.52,39.67,91,99,21.85,overcast clouds
658,Yeppoon,AU,-23.13,150.73,74.98,83,78,18.81,broken clouds
659,Celestun,MX,20.87,-90.40,75.85,58,84,21.7,broken clouds
660,Ashington,GB,50.93,-0.39,53.62,56,20,10.36,few clouds
661,Hokitika,NZ,-42.72,170.97,52.11,81,30,6.6,scattered clouds
662,Edremit,TR,39.60,27.02,63.79,57,16,6.02,few clouds
663,Multai,IN,21.77,78.25,88.9,10,3,4.03,clear sky
664,Pokhara,NP,28.23,83.98,75.81,38,86,5.59,overcast clouds
665,Ilulissat,GL,69.22,-51.10,17.62,79,75,6.91,light shower snow
666,Ruvo Di Puglia,IT,41.11,16.49,70.14,60,7,3.2,clear sky
667,Kaniama,CD,-7.57,24.18,80.33,66,80,2.68,broken clouds
668,Kuminskiy,RU,58.67,66.57,33.93,92,99,5.79,overcast clouds
669,Pachino,IT,36.72,15.09,64.89,62,0,21.07,clear sky
670,Antsohihy,MG,-14.88,47.99,79.38,84,71,2.98,light rain
671,Muros,ES,42.78,-9.06,63.09,83,100,6.04,overcast clouds
672,Campo Grande,BR,-20.44,-54.65,85.55,66,20,10.36,few clouds
673,Pervomayskoye,RU,43.92,46.71,56.64,64,98,4.97,overcast clouds
674,Zhezkazgan,KZ,47.80,67.71,46.38,71,0,8.95,clear sky
675,Stalis,GR,35.29,25.43,70.07,63,0,7.31,clear sky
676,Podgornoye,RU,51.73,39.15,62.82,29,0,17.9,clear sky
677,Kulhudhuffushi,MV,6.62,73.07,84.56,68,34,4.27,scattered clouds
678,Astorga,BR,-23.23,-51.67,79.03,71,32,8.01,scattered clouds
679,Ati,TD,13.22,18.34,108.61,6,5,7.47,clear sky
680,Ust-Karsk,RU,52.70,118.81,33.15,78,74,2.28,broken clouds
681,Alekseyevka,RU,50.63,38.69,57.9,53,96,12.01,overcast clouds
682,Tuy Hoa,VN,13.08,109.30,73.18,85,65,9.86,broken clouds
683,Mayumba,GA,-3.43,10.66,81.34,80,44,8.68,light rain
