City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Marzuq,YE,2022-04-07 17:55:29,14.4,46.4667,69.37,58,35,7.07
295,Vagur,FO,2022-04-07 17:55:29,61.4732,-6.8119,37.67,74,100,31.79
296,Yelizovo,RU,2022-04-07 17:55:30,53.1873,158.3805,32.14,100,100,4.47
297,Svetlaya,RU,2022-04-07 17:55:30,46.5389,138.3297,30.54,69,84,8.43
298,Aras,ES,2022-04-07 17:55:30,42.5617,-2.356,63.01,37,0,18.41
299,Ratnagiri,IN,2022-04-07 17:55:30,16.9833,73.3,79.66,80,5,0.49
300,Masvingo,ZW,2022-04-07 17:55:31,-20.0637,30.8277,78.24,39,31,11.14
301,Mpulungu,ZM,2022-04-07 17:55:31,-8.7623,31.1141,72.16,84,100,3.67
302,Tiznit,MA,2022-04-07 17:55:31,29.5833,-9.5,62.51,54,0,7.34
303,Akyab,MM,2022-04-07 17:55:32,20.15,92.9,79.63,80,78,5.86
304,Nong Ki,TH,2022-04-07 17:55:32,14.6868,102.538,80.51,46,77,11.45
305,Tarakan,ID,2022-04-07 17:55:32,3.3,117.6333,81.48,75,99,0.13
306,Toppenish,US,2022-04-07 17:55:33,46.3774,-120.3087,59.02,37,98,0.89
307,Maltahohe,NA,2022-04-07 17:55:33,-24.8333,16.9833,71.44,16,4,10.8
308,Quevedo,EC,2022-04-07 17:55:33,-1.0333,-79.45,85.06,70,83,3.33
309,Puerto Escondido,MX,2022-04-07 17:55:34,15.85,-97.0667,83.23,74,0,5.75
310,Kasamwa,TZ,2022-04-07 17:55:34,-2.85,32.4333,67.42,79,28,1.48
311,Beni,CD,2022-04-07 17:55:34,0.5,29.4667,64.6,91,89,1.92
312,Sinnamary,GF,2022-04-07 17:52:43,5.3833,-52.95,76.78,92,86,9.15
313,Newport,GB,2022-04-07 17:55:35,51.5877,-2.9984,48.74,67,30,18.9
314,Conde,BR,2022-04-07 17:55:35,-7.2597,-34.9075,85.46,66,40,12.66
315,French Harbor,HN,2022-04-07 17:55:35,16.35,-86.4333,86.0,84,20,6.91
316,Portland,US,2022-04-07 17:55:06,45.5234,-122.6762,67.6,35,90,13.0
317,Kasane,BW,2022-04-07 17:53:03,-17.8167,25.15,75.29,83,20,2.3
318,Kangaatsiaq,GL,2022-04-07 17:55:36,68.3065,-53.4641,11.91,85,100,4.16
319,Umm Lajj,SA,2022-04-07 17:55:36,25.0213,37.2685,80.22,53,30,5.55
320,Guerrero Negro,MX,2022-04-07 17:55:37,27.9769,-114.0611,80.35,31,0,7.18
321,Sinazongwe,ZM,2022-04-07 17:55:37,-17.2614,27.4618,79.83,65,17,4.59
322,Pangnirtung,CA,2022-04-07 17:55:37,66.1451,-65.7125,8.6,85,100,2.3
323,Veraval,IN,2022-04-07 17:55:18,20.9,70.3667,85.19,48,64,13.29
324,Zhigansk,RU,2022-04-07 17:55:38,66.7697,123.3711,-12.68,100,87,5.95
325,Purpe,RU,2022-04-07 17:55:38,64.4803,76.6897,-1.71,99,75,8.41
326,Port Moresby,PG,2022-04-07 17:55:18,-9.4431,147.1797,75.61,85,75,3.74
327,Salta,AR,2022-04-07 17:55:38,-24.7859,-65.4117,83.57,52,20,4.61
328,San Cristobal,VE,2022-04-07 17:55:39,7.7669,-72.225,84.38,43,80,7.27
329,Bonthe,SL,2022-04-07 17:51:39,7.5264,-12.505,83.12,64,100,1.95
330,Deputatskiy,RU,2022-04-07 17:55:39,69.3,139.9,-18.22,100,100,2.48
331,Kearney,US,2022-04-07 17:54:50,40.6995,-99.0815,44.51,41,71,40.29
332,Westport,US,2022-04-07 17:55:39,41.1415,-73.3579,51.33,93,100,16.11
333,Qandala,SO,2022-04-07 17:55:40,11.472,49.8728,82.38,63,89,5.59
334,Port Townsend,US,2022-04-07 17:55:40,48.117,-122.7605,60.85,70,0,5.75
335,Kibre Mengist,ET,2022-04-07 17:55:40,5.8833,38.9833,70.97,37,100,4.59
336,Kovur,IN,2022-04-07 17:55:41,14.4833,79.9833,77.34,88,24,7.23
337,Gat,IL,2022-04-07 17:51:18,31.61,34.7642,81.39,24,97,10.2
338,Sao Gabriel Da Cachoeira,BR,2022-04-07 17:51:35,-0.1303,-67.0892,83.53,86,67,3.0
339,Shamkhal,RU,2022-04-07 17:55:41,43.0596,47.3373,46.38,67,100,14.41
340,Omboue,GA,2022-04-07 17:55:42,-1.5746,9.2618,79.68,86,96,9.28
341,Vadso,NO,2022-04-07 17:55:42,70.0744,29.7487,33.96,80,75,26.46
342,Orguz,BA,2022-04-07 17:55:42,43.7739,16.8639,43.23,92,99,1.19
343,Machado,BR,2022-04-07 17:52:24,-21.6747,-45.9197,78.21,70,86,1.63
344,Mantua,IT,2022-04-07 17:55:43,45.1667,10.7833,67.24,65,97,6.08
345,Rio Cuarto,AR,2022-04-07 17:55:43,-33.1307,-64.3499,84.47,47,75,16.11
346,Brae,GB,2022-04-07 17:55:44,60.3964,-1.353,41.16,62,13,19.57
347,Souillac,MU,2022-04-07 17:55:44,-20.5167,57.5167,79.18,83,40,10.36
348,Chokurdakh,RU,2022-04-07 17:55:44,70.6333,147.9167,-22.76,93,67,4.16
349,Luderitz,NA,2022-04-07 17:55:45,-26.6481,15.1594,68.38,50,53,18.99
350,Vostok,RU,2022-04-07 17:53:41,46.4856,135.8833,18.32,87,94,4.27
351,Richards Bay,ZA,2022-04-07 17:55:45,-28.783,32.0377,68.58,74,100,9.55
352,Namatanai,PG,2022-04-07 17:55:46,-3.6667,152.4333,77.83,87,100,4.16
353,Mekhe,SN,2022-04-07 17:55:46,15.1097,-16.6218,84.88,30,28,20.45
354,Hambantota,LK,2022-04-07 17:55:46,6.1241,81.1185,79.48,81,89,3.94
355,Ginir,ET,2022-04-07 17:55:47,7.1333,40.7,62.78,48,72,3.0
356,Coari,BR,2022-04-07 17:55:47,-4.085,-63.1414,88.34,58,61,2.77
357,Bulgan,MN,2022-04-07 17:55:47,48.8125,103.5347,48.47,41,100,2.8
358,Matagami,CA,2022-04-07 17:55:48,49.7502,-77.6328,33.91,93,100,10.36
359,Beringovskiy,RU,2022-04-07 17:52:35,63.05,179.3167,-10.46,90,65,5.95
360,Almunecar,ES,2022-04-07 17:55:48,36.7339,-3.6907,67.14,56,0,7.31
361,Izvoru Crisului,RO,2022-04-07 17:55:48,46.8333,23.1,48.33,92,99,3.27
362,Pavilosta,LV,2022-04-07 17:55:49,56.8879,21.1859,51.71,80,100,20.45
363,Cabra,ES,2022-04-07 17:55:49,37.4725,-4.4421,60.04,63,0,4.94
364,Broome,US,2022-04-07 17:52:59,42.2506,-75.833,49.01,82,100,14.97
365,Kloulklubed,PW,2022-04-07 17:55:49,7.0419,134.2556,77.5,88,100,5.55
366,Oktyabrskiy,RU,2022-04-07 17:55:50,54.4815,53.471,27.86,92,83,5.06
367,Ust-Uda,RU,2022-04-07 17:55:50,54.1742,103.0304,24.6,96,26,3.44
368,Bat Khela,PK,2022-04-07 17:55:50,34.6167,71.9714,73.0,27,1,8.66
369,Nanortalik,GL,2022-04-07 17:52:45,60.1432,-45.2371,31.71,84,99,8.79
370,Ust-Nera,RU,2022-04-07 17:55:51,64.5667,143.2,12.09,94,100,4.0
371,Kidal,ML,2022-04-07 17:55:51,18.4411,1.4078,98.6,5,4,7.09
372,Ferrol,ES,2022-04-07 17:55:51,43.4832,-8.2369,57.72,79,100,22.79
373,Sao Paulo,BR,2022-04-07 17:54:51,-23.5475,-46.6361,78.69,65,20,11.5
374,Lillooet,CA,2022-04-07 17:55:52,50.6856,-121.942,55.69,51,99,4.34
375,Mamou,GN,2022-04-07 17:55:52,10.5,-12.0,92.61,28,100,6.15
376,Nakhon Si Thammarat,TH,2022-04-07 17:55:52,8.25,100.0,77.23,88,65,2.33
377,Verkhnyaya Inta,RU,2022-04-07 17:55:53,65.9811,60.3094,-0.18,99,96,7.31
378,Dunedin,NZ,2022-04-07 17:53:33,-45.8742,170.5036,55.8,51,41,10.0
379,Nizwa,OM,2022-04-07 17:52:37,22.9333,57.5333,85.89,20,21,4.05
380,Neryungri,RU,2022-04-07 17:55:53,56.6709,124.6491,7.52,96,100,2.86
381,Cabinda,AO,2022-04-07 17:55:54,-5.55,12.2,80.74,78,75,6.91
382,Belyy Yar,RU,2022-04-07 17:55:54,53.6039,91.3903,35.85,64,0,0.0
383,Sao Filipe,CV,2022-04-07 17:55:54,14.8961,-24.4956,72.09,78,14,12.44
384,Manggar,ID,2022-04-07 17:55:55,-2.8833,108.2667,77.88,83,100,5.82
385,Alofi,NU,2022-04-07 17:55:55,-19.0595,-169.9187,71.49,94,100,2.3
386,Vardo,NO,2022-04-07 17:55:55,70.3705,31.1107,33.94,79,100,22.57
387,Labuhan,ID,2022-04-07 17:55:56,-6.8844,112.2051,77.83,86,93,9.26
388,Port Augusta,AU,2022-04-07 17:55:56,-32.5,137.7667,62.01,74,0,8.34
389,Talcahuano,CL,2022-04-07 17:55:56,-36.7167,-73.1167,62.28,88,100,9.22
390,Vieira De Leiria,PT,2022-04-07 17:55:57,39.8695,-8.9324,60.91,61,75,8.05
391,Daura,NG,2022-04-07 17:55:57,11.5538,11.4085,94.77,9,8,9.13
392,Saint Anthony,US,2022-04-07 17:55:57,45.0205,-93.218,38.14,78,100,21.85
393,Tadine,NC,2022-04-07 17:55:58,-21.55,167.8833,79.02,83,99,22.88
394,Santa Marinella,IT,2022-04-07 17:55:58,42.0345,11.8536,58.91,74,25,6.22
395,Susuman,RU,2022-04-07 17:55:58,62.7833,148.1667,9.21,96,100,2.46
396,Bahile,PH,2022-04-07 17:55:59,9.9995,118.7878,76.64,86,100,2.42
397,Linxia,CN,2022-04-07 17:55:59,35.6003,103.2064,54.77,18,62,3.13
398,Laiyang,CN,2022-04-07 17:55:59,36.9758,120.7136,48.78,78,15,4.94
399,Saint George,US,2022-04-07 17:51:05,37.1041,-113.5841,66.43,12,0,5.75
400,Ayna,PE,2022-04-07 17:56:00,-12.65,-73.9167,75.27,56,52,5.73
401,Chitral,PK,2022-04-07 17:56:00,35.8462,71.7858,60.98,41,19,4.83
402,Shorapani,GE,2022-04-07 17:56:01,42.0898,43.0866,47.3,88,82,10.96
403,Guarapari,BR,2022-04-07 17:56:01,-20.6667,-40.4975,79.9,76,51,9.55
404,Yar-Sale,RU,2022-04-07 17:56:01,66.8333,70.8333,-4.34,99,100,7.81
405,Chillicothe,US,2022-04-07 17:56:01,39.3331,-82.9824,54.25,70,100,18.41
406,Mudgee,AU,2022-04-07 17:53:01,-32.5943,149.5871,59.79,94,75,9.22
407,Cockburn Town,TC,2022-04-07 17:56:02,21.4612,-71.1419,78.84,76,10,19.3
408,Griffith,US,2022-04-07 17:56:02,41.5284,-87.4237,44.11,63,100,21.85
409,Buala,SB,2022-04-07 17:56:02,-8.145,159.5921,79.7,84,100,9.66
410,Poum,NC,2022-04-07 17:56:03,-20.2333,164.0167,81.41,82,100,20.69
411,Butembo,CD,2022-04-07 17:56:03,0.15,29.2833,58.15,82,60,4.18
412,Monte Patria,CL,2022-04-07 17:56:03,-30.6919,-70.9467,86.7,17,0,7.56
413,La Palma,US,2022-04-07 17:56:04,33.8464,-118.0467,94.71,14,0,7.0
414,Yasnaya Polyana,RU,2022-04-07 17:56:04,44.0225,42.7539,43.0,84,4,10.45
415,Abyek,IR,2022-04-07 17:56:05,36.0667,50.55,71.2,42,91,12.1
416,Discovery Bay,US,2022-04-07 17:51:42,37.9085,-121.6002,80.98,42,0,4.61
417,Bilibino,RU,2022-04-07 17:56:05,68.0546,166.4372,-22.56,98,81,3.06
418,Mana,GF,2022-04-07 17:56:06,5.6592,-53.7767,79.74,84,40,9.62
419,Lianzhou,CN,2022-04-07 17:56:07,24.7811,112.3825,64.71,71,31,1.59
420,Geraldton,AU,2022-04-07 17:51:19,-28.7667,114.6,73.81,88,99,12.66
421,Hay River,CA,2022-04-07 17:55:58,60.8156,-115.7999,42.78,39,40,9.22
422,Namwala,ZM,2022-04-07 17:56:07,-15.7504,26.4384,68.72,86,63,4.72
423,Lagoa,PT,2022-04-07 17:51:24,39.05,-27.9833,59.95,88,100,20.89
424,Kirkwood,US,2022-04-07 17:56:08,38.5834,-90.4068,51.69,44,51,15.99
425,Bagdarin,RU,2022-04-07 17:56:08,54.4333,113.6,31.87,67,25,12.62
426,Wangkui,CN,2022-04-07 17:56:08,46.8333,126.5,37.26,31,100,13.69
427,Cheyenne,US,2022-04-07 17:55:49,41.14,-104.8203,40.98,28,54,32.01
428,Boden,SE,2022-04-07 17:56:09,65.8252,21.6886,30.2,96,100,6.4
429,Krapivinskiy,RU,2022-04-07 17:56:09,54.9992,86.8133,26.87,97,24,2.19
430,Nalut,LY,2022-04-07 17:56:09,30.3333,10.85,73.71,14,4,10.76
431,Klaksvik,FO,2022-04-07 17:56:10,62.2266,-6.589,34.72,76,100,33.89
432,Solnechnyy,RU,2022-04-07 17:56:10,50.7214,136.6319,14.32,81,81,5.68
433,Trelew,AR,2022-04-07 17:56:11,-43.249,-65.3051,58.77,71,100,17.22
434,Flinders,AU,2022-04-07 17:56:11,-34.5833,150.8552,68.38,84,98,4.0
435,Sawtell,AU,2022-04-07 17:56:11,-30.3833,153.1,71.62,68,75,11.5
436,Ixtapa,MX,2022-04-07 17:56:12,20.7,-105.2,89.83,37,37,7.94
437,Katsuura,JP,2022-04-07 17:56:12,35.1333,140.3,58.62,78,0,13.06
438,Horki,BY,2022-04-07 17:56:12,54.2861,30.9842,47.77,88,100,12.55
439,Blantyre,MW,2022-04-07 17:56:13,-15.785,35.0085,67.14,95,84,4.7
440,Vagay,RU,2022-04-07 17:56:13,57.9375,69.0217,34.7,98,100,9.28
441,Dongying,CN,2022-04-07 17:56:13,37.4564,118.4856,58.86,36,2,6.24
442,Pacific Grove,US,2022-04-07 17:56:14,36.6177,-121.9166,86.34,34,9,1.01
443,Dudinka,RU,2022-04-07 17:56:14,69.4058,86.1778,3.16,98,100,5.39
444,San Quintin,MX,2022-04-07 17:53:36,30.4833,-115.95,76.57,39,3,6.38
445,Salalah,OM,2022-04-07 17:56:15,17.0151,54.0924,79.48,61,26,1.61
446,Severomuysk,RU,2022-04-07 17:56:15,56.1481,113.4267,12.74,97,90,5.66
447,Gilleleje,DK,2022-04-07 17:56:15,56.122,12.3106,42.94,89,94,15.97
448,Bilma,NE,2022-04-07 17:56:16,18.6853,12.9164,94.14,6,3,7.74
449,Tocopilla,CL,2022-04-07 17:51:55,-22.092,-70.1979,72.01,68,23,6.46
450,Kinsale,IE,2022-04-07 17:56:16,51.7075,-8.5306,50.23,46,40,12.66
451,Sistranda,NO,2022-04-07 17:56:16,63.7256,8.834,37.36,58,21,19.51
452,Somerset West,ZA,2022-04-07 17:56:17,-34.084,18.8211,62.22,66,11,12.46
453,Thenzawl,IN,2022-04-07 17:56:17,23.3167,92.75,65.84,63,2,2.62
454,Santa Isabel Do Rio Negro,BR,2022-04-07 17:52:15,-0.4139,-65.0192,84.72,78,54,3.6
455,West Wendover,US,2022-04-07 17:56:17,40.7391,-114.0733,50.95,20,0,4.18
456,Bonavista,CA,2022-04-07 17:53:42,48.6499,-53.1147,32.32,96,100,25.01
457,Ojinaga,MX,2022-04-07 17:56:18,29.5667,-104.4167,72.57,18,0,12.66
458,Severnyy,RU,2022-04-07 17:56:18,50.677,36.5532,57.24,35,0,6.71
459,Tucumcari,US,2022-04-07 17:56:18,35.1717,-103.725,56.95,14,0,2.91
460,Cam Ranh,VN,2022-04-07 17:56:19,11.9214,109.1591,76.96,53,20,10.36
461,Hamilton,US,2022-04-07 17:52:56,39.1834,-84.5333,53.76,55,75,10.36
462,Vestmanna,FO,2022-04-07 17:56:19,62.1564,-7.1664,32.92,80,100,31.07
463,Avera,US,2022-04-07 17:56:19,33.194,-82.5271,70.92,42,88,15.26
464,Chengzihe,CN,2022-04-07 17:56:20,45.3333,131.0667,27.39,43,35,5.39
465,Wanning,CN,2022-04-07 17:56:20,18.8003,110.3967,67.82,82,70,4.94
466,Fairbanks,US,2022-04-07 17:56:20,64.8378,-147.7164,32.22,77,35,1.48
467,Coihaique,CL,2022-04-07 17:56:21,-45.5752,-72.0662,51.75,71,40,3.44
468,Vanavara,RU,2022-04-07 17:56:21,60.34,102.2797,25.32,91,100,7.92
469,Narasannapeta,IN,2022-04-07 17:56:22,18.4167,84.05,77.54,91,5,4.5
470,Meulaboh,ID,2022-04-07 17:56:22,4.1363,96.1285,76.17,86,100,3.89
471,Morant Bay,JM,2022-04-07 17:56:22,17.8815,-76.4093,88.72,65,95,12.03
472,Natal,BR,2022-04-07 17:54:47,-5.795,-35.2094,88.45,66,40,14.97
473,Maraa,BR,2022-04-07 17:56:23,-1.8333,-65.3667,84.0,78,49,3.56
474,Lamar,US,2022-04-07 17:56:23,33.6668,-95.5836,64.98,38,3,19.37
475,Tashla,RU,2022-04-07 17:56:23,51.7716,52.7427,40.5,80,5,1.54
476,Llangefni,GB,2022-04-07 17:56:24,53.2556,-4.3106,48.11,61,73,5.75
477,Bentiu,SS,2022-04-07 17:56:24,9.2333,29.8333,90.66,37,47,8.1
478,Ahipara,NZ,2022-04-07 17:56:24,-35.1667,173.1667,59.85,79,22,5.86
479,Cody,US,2022-04-07 17:56:25,44.5263,-109.0565,48.65,29,2,7.0
480,Elizabeth City,US,2022-04-07 17:56:25,36.2946,-76.2511,79.0,73,100,5.01
481,Bam,IR,2022-04-07 17:56:25,29.106,58.357,81.21,12,53,6.2
482,Nelson,NZ,2022-04-07 17:52:15,-41.2833,173.2833,52.29,84,94,1.99
483,Tukrah,LY,2022-04-07 17:56:26,32.5341,20.5791,59.76,85,92,14.92
484,Muyezerskiy,RU,2022-04-07 17:56:26,63.9333,31.65,28.4,92,100,10.25
485,Pisco,PE,2022-04-07 17:56:27,-13.7,-76.2167,71.02,78,0,8.05
486,Kassala,SD,2022-04-07 17:56:28,15.451,36.4,95.11,13,0,18.01
487,Caxito,AO,2022-04-07 17:56:28,-8.5785,13.6643,76.66,90,55,5.35
488,Micheweni,TZ,2022-04-07 17:56:29,-4.9667,39.8333,82.98,71,1,10.13
489,Halifax,CA,2022-04-07 17:53:39,44.6453,-63.5724,53.69,45,40,12.66
490,Xiongzhou,CN,2022-04-07 17:56:29,25.1167,114.3,63.72,63,1,1.39
491,Champerico,GT,2022-04-07 17:56:30,14.3,-91.9167,93.74,59,3,14.12
492,Pecos,US,2022-04-07 17:51:54,31.4229,-103.4932,63.43,11,0,10.36
493,Saiha,IN,2022-04-07 17:56:30,22.4833,92.9667,69.85,76,30,3.15
494,Alberton,CA,2022-04-07 17:56:31,46.8168,-64.0654,35.73,86,87,11.12
495,Den Helder,NL,2022-04-07 17:54:35,52.9599,4.7593,46.98,82,75,28.99
496,Magadi,IN,2022-04-07 17:56:31,12.9667,77.2333,78.96,40,21,13.06
497,Oranjemund,NA,2022-04-07 17:56:32,-28.55,16.4333,61.23,69,95,28.19
498,Ormara,PK,2022-04-07 17:56:32,25.2088,64.6357,81.0,70,0,12.48
499,Komsomolskiy,UZ,2022-04-07 17:56:32,40.4272,71.7189,72.32,35,100,4.61
500,Lubao,PH,2022-04-07 17:56:33,14.9167,120.55,78.87,77,100,4.03
501,Stephenville,US,2022-04-07 17:51:56,32.2207,-98.2023,67.77,17,0,18.41
502,Trabzon,TR,2022-04-07 17:56:33,40.9167,39.8333,41.09,100,100,8.05
503,San Carlos De Bariloche,AR,2022-04-07 17:56:33,-41.1456,-71.3082,56.95,72,75,17.27
504,Wilmington,US,2022-04-07 17:52:09,34.2257,-77.9447,81.9,66,0,21.85
505,Esperance,AU,2022-04-07 17:56:34,-33.8667,121.9,62.44,64,41,17.78
506,Marquard,ZA,2022-04-07 17:56:34,-28.6645,27.4305,53.11,37,33,4.05
507,Bogovarovo,RU,2022-04-07 17:56:34,58.9785,47.0246,26.13,90,72,5.5
508,Illapel,CL,2022-04-07 17:56:35,-31.6308,-71.1653,83.34,26,0,7.56
509,Maassluis,NL,2022-04-07 17:56:35,51.9233,4.25,51.03,70,36,24.16
510,Bukid,PH,2022-04-07 17:56:35,5.5717,125.4056,81.32,82,88,20.18
511,Douala,CM,2022-04-07 17:56:36,4.0483,9.7043,81.75,81,98,8.77
512,Victoria,HK,2022-04-07 17:55:59,22.2855,114.1577,73.96,49,1,17.0
513,Hami,CN,2022-04-07 17:56:36,42.8,93.45,65.61,15,19,7.16
514,Vao,NC,2022-04-07 17:56:37,-22.6667,167.4833,79.65,83,97,36.26
515,Esmeraldas,BR,2022-04-07 17:56:37,-19.7625,-44.3139,87.91,59,45,3.8
516,Zhangye,CN,2022-04-07 17:56:37,38.9342,100.4517,57.97,12,70,1.86
517,Manoel Urbano,BR,2022-04-07 17:56:37,-8.8389,-69.2597,76.41,94,100,1.68
518,Marseille,FR,2022-04-07 17:56:38,43.3333,5.5,59.18,62,43,5.99
519,Fukue,JP,2022-04-07 17:56:38,32.6881,128.8419,59.16,59,0,11.77
520,Jutai,BR,2022-04-07 17:56:39,-5.1833,-68.9,89.26,53,88,4.43
521,Husavik,IS,2022-04-07 17:56:39,66.0449,-17.3389,28.0,83,98,7.56
522,Marsh Harbour,BS,2022-04-07 17:56:39,26.5412,-77.0636,81.03,69,12,16.67
523,North Platte,US,2022-04-07 17:56:39,41.1239,-100.7654,46.11,38,46,42.01
524,Safaga,EG,2022-04-07 17:56:40,26.7292,33.9365,85.35,29,9,7.09
525,Pitanga,BR,2022-04-07 17:56:40,-24.7572,-51.7614,72.48,92,99,4.12
526,Huayucachi,PE,2022-04-07 17:56:40,-12.1333,-75.2333,61.05,59,77,5.3
527,Gotsu,JP,2022-04-07 17:56:41,35.0,132.2167,52.63,90,1,3.62
528,Khani,GE,2022-04-07 17:56:41,41.9563,42.9566,49.57,96,86,7.05
529,Cidreira,BR,2022-04-07 17:52:04,-30.1811,-50.2056,72.19,83,97,9.35
530,Aliwal North,ZA,2022-04-07 17:56:42,-30.6937,26.7114,53.51,41,79,10.2
531,Mayo,US,2022-04-07 17:56:42,38.8876,-76.5119,57.94,95,100,3.44
532,Taltal,CL,2022-04-07 17:56:42,-25.4,-70.4833,70.41,69,21,5.93
533,Nyurba,RU,2022-04-07 17:56:42,63.2842,118.3319,11.3,95,100,5.73
534,Alanya,TR,2022-04-07 17:56:43,36.5438,31.9998,66.36,70,100,18.41
535,Pemba,MZ,2022-04-07 17:56:43,-12.974,40.5178,83.1,83,75,7.0
536,Matelandia,BR,2022-04-07 17:56:43,-25.2408,-53.9964,82.2,70,89,5.03
537,Sitka,US,2022-04-07 17:56:44,57.0531,-135.33,42.69,70,100,19.57
538,Praia Da Vitoria,PT,2022-04-07 17:56:44,38.7333,-27.0667,66.45,82,40,12.19
539,Arman,RU,2022-04-07 17:56:44,59.7,150.1667,22.53,95,100,6.67
540,Green River,US,2022-04-07 17:56:45,41.5286,-109.4662,44.06,20,3,10.25
541,Araouane,ML,2022-04-07 17:56:45,18.9048,-3.5265,97.77,8,7,10.83
542,Northam,GB,2022-04-07 17:56:45,51.0333,-4.2167,48.38,71,42,19.8
543,Mogadouro,PT,2022-04-07 17:56:46,41.3403,-6.7119,53.6,56,90,11.56
544,Mpongwe,ZM,2022-04-07 17:56:46,-13.5091,28.155,65.82,95,99,7.94
545,Gallneukirchen,AT,2022-04-07 17:56:46,48.3543,14.4127,55.78,66,99,3.0
546,Faridpur,BD,2022-04-07 17:56:47,23.6,89.8333,81.43,56,2,9.06
547,Mnogovershinnyy,RU,2022-04-07 17:56:47,53.9353,139.9242,13.91,96,100,1.14
548,High Level,CA,2022-04-07 17:55:41,58.5169,-117.136,37.51,60,20,2.3
549,Chaoyang,CN,2022-04-07 17:56:47,41.5703,120.4586,45.97,41,0,5.91
550,Biloela,AU,2022-04-07 17:56:48,-24.4167,150.5,65.08,91,5,9.06
551,Bardiyah,LY,2022-04-07 17:56:48,31.7561,25.0865,62.96,81,37,23.6
552,Kodinsk,RU,2022-04-07 17:56:48,58.6881,99.1844,26.82,91,74,8.03
553,Egvekinot,RU,2022-04-07 17:56:49,66.3167,-179.1667,-9.26,98,100,1.32
554,Padilla,CO,2022-04-07 17:56:49,3.2204,-76.3139,84.88,65,70,2.08
555,Koslan,RU,2022-04-07 17:56:49,63.4564,48.8989,26.78,98,100,0.51
556,Lumeje,AO,2022-04-07 17:56:50,-11.55,20.7833,68.85,86,72,5.01
557,Krasnoselkup,RU,2022-04-07 17:53:18,65.7,82.4667,10.94,97,79,7.78
558,Bulungu,CD,2022-04-07 17:56:50,-4.55,18.6,78.76,71,66,3.02
559,Clarksville,US,2022-04-07 17:55:46,36.5298,-87.3595,58.64,40,13,4.0
560,Hofn,IS,2022-04-07 17:53:46,64.2539,-15.2082,35.62,38,20,17.27
561,Kalmunai,LK,2022-04-07 17:52:02,7.4167,81.8167,80.22,80,77,0.63
562,Tigil,RU,2022-04-07 17:56:51,57.8,158.6667,26.73,98,100,3.13
563,Brisbane,AU,2022-04-07 17:55:50,-27.4679,153.0281,70.14,91,20,6.91
564,Lalupon,NG,2022-04-07 17:56:52,7.4667,4.0667,87.82,70,20,13.8
565,Gazli,UZ,2022-04-07 17:56:52,40.1333,63.45,72.46,29,93,9.66
566,Scottsboro,US,2022-04-07 17:56:52,34.6723,-86.0341,65.79,34,40,14.97
567,Meridian,US,2022-04-07 17:52:18,43.6121,-116.3915,58.51,34,0,9.22
568,Grand-Santi,GF,2022-04-07 17:56:53,4.25,-54.3833,83.34,77,82,4.43
569,La Rioja,ES,2022-04-07 17:56:53,42.25,-2.5,58.78,56,95,6.98
570,Graaff-Reinet,ZA,2022-04-07 17:56:53,-32.2522,24.5308,55.71,52,28,15.73
571,Kilindoni,TZ,2022-04-07 17:56:54,-7.9139,39.6668,84.61,69,0,12.44
572,Singaparna,ID,2022-04-07 17:56:54,-7.3515,108.111,70.75,95,99,2.04
573,Zeya,RU,2022-04-07 17:56:54,53.75,127.2667,22.15,70,98,5.03
